FEI Number,Legal Name,Street Address,City,State/Province,Zip Code,Country/Area,District,Program Area,Fiscal Year,Inspection End Date,Posting Date,Classification,Observation_1,Observation_2,Observation_3
6779345,"Wockhardt Ltd","917 Industrial Blvd",Chicago,OH,61438,China,San Francisco,CFSAN,2023,2022-01-17,2022-01-17,VAI,"Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b)."
3585377,"Abbott Laboratories","862 Industrial Blvd",Dallas,PA,96786,United States,Southeast,Animal Drugs,2022,2023-04-05,2023-04-05,NAI,,,
4943151,"Abbott Laboratories","972 Industrial Blvd",Seattle,MA,35809,Canada,Florida/Caribbean,API,2025,2025-12-04,2025-12-04,OAI,"Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.","Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a)."
4540864,"Pfizer Manufacturing LLC","382 Industrial Blvd",Boston,NJ,75115,United States,Chicago,Animal Drugs,2022,2022-09-04,2022-09-04,NAI,,,
9023982,"Teva API India Ltd","330 Industrial Blvd",Newark,NY,55819,Canada,Mid-Atlantic,CFSAN,2023,2024-11-07,2024-11-07,NAI,,,
2312581,"Sun Pharma Industries Ltd","996 Industrial Blvd",Boston,NC,22542,China,Denver,Animal Drugs,2023,2024-09-21,2024-09-21,NAI,,,
3289880,"Merck Sharp & Dohme Corp","189 Industrial Blvd",Atlanta,GA,35559,China,Dallas,API,2025,2022-12-23,2022-12-23,NAI,,,
8364469,"Dr Reddy Laboratories Ltd","442 Industrial Blvd",Denver,IN,71359,Japan,New England,Medical Devices,2022,2024-08-21,2024-08-21,NAI,,,
1265821,"Hikma Pharmaceuticals USA","789 Industrial Blvd",Philadelphia,GA,26820,Ireland,New England,Veterinary,2022,2024-06-12,2024-06-12,VAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.","Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.",
7809658,"Glenmark Pharmaceuticals Ltd","895 Industrial Blvd",Dallas,NJ,42226,United Kingdom,New York/New Jersey,Animal Drugs,2023,2026-05-15,2026-05-15,VAI,"Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.",
4302237,"Lilly USA LLC","710 Industrial Blvd",Miami,NJ,90376,Switzerland,Southeast,API,2023,2024-02-20,2024-02-20,OAI,"Equipment qualification (IQ/OQ/PQ) is not performed for new manufacturing equipment prior to use.","CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.",
6816394,"Pfizer Manufacturing LLC","710 Industrial Blvd",Chicago,IN,93052,Japan,New York/New Jersey,Veterinary,2022,2025-11-09,2025-11-09,VAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).",
4229896,"Cipla Ltd","493 Industrial Blvd",Atlanta,GA,73426,Italy,San Francisco,OTC Drugs,2023,2025-02-18,2025-02-18,NAI,,,
3616681,"Lupin Ltd","317 Industrial Blvd",Philadelphia,NC,25017,Germany,Kansas City,CDER,2024,2025-06-20,2025-06-20,VAI,"Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).",
5357244,"Hikma Pharmaceuticals USA","134 Industrial Blvd",Newark,IL,32383,Italy,Pacific,Drugs,2025,2025-10-21,2025-10-21,VAI,"CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.","Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a)."
2082204,"Cadila Healthcare Ltd","964 Industrial Blvd",Philadelphia,MA,18236,United Kingdom,Southeast,Drugs,2024,2026-09-22,2026-09-22,NAI,,,
2083837,"Lilly USA LLC","973 Industrial Blvd",Seattle,CA,14850,United States,Mid-Atlantic,Biologics,2023,2022-05-21,2022-05-21,NAI,,,
3314135,"Baxter Healthcare Corp","433 Industrial Blvd",Boston,TX,22085,China,Denver,Drugs,2023,2024-11-18,2024-11-18,VAI,"Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).",,
5477909,"Pfizer Manufacturing LLC","458 Industrial Blvd",Atlanta,MA,11662,Italy,Minneapolis/St Paul,Animal Drugs,2025,2024-04-07,2024-04-07,NAI,,,
5145181,"Lupin Ltd","448 Industrial Blvd",Atlanta,NJ,88555,China,Southeast,Animal Drugs,2022,2025-03-24,2025-03-24,NAI,,,
8873867,"Mylan Laboratories Ltd","606 Industrial Blvd",Atlanta,CA,15326,Italy,Pacific,Drugs,2023,2022-01-02,2022-01-02,VAI,"Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.","Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).",
3685310,"Fresenius Kabi USA LLC","370 Industrial Blvd",Philadelphia,WI,11302,United Kingdom,Chicago,CDER,2023,2026-02-17,2026-02-17,VAI,"Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).",,
1029571,"Fresenius Kabi USA LLC","426 Industrial Blvd",San Diego,TX,31374,United States,Denver,Veterinary,2022,2023-03-11,2023-03-11,VAI,"Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).",,
5381642,"Johnson & Johnson Inc","518 Industrial Blvd",Newark,OH,43604,Switzerland,Pacific,Biologics,2024,2022-11-29,2022-11-29,NAI,,,
2529136,"Johnson & Johnson Inc","573 Industrial Blvd",Denver,MA,93093,United States,Florida/Caribbean,Animal Drugs,2024,2025-04-20,2025-04-20,NAI,,,
6293830,"Lilly USA LLC","939 Industrial Blvd",Dallas,NC,79050,United States,Southeast,Medical Devices,2025,2025-07-12,2025-07-12,NAI,,,
7654259,"Mylan Laboratories Ltd","159 Industrial Blvd",Newark,TX,99252,India,Los Angeles,Medical Devices,2023,2026-07-07,2026-07-07,NAI,,,
1897949,"Lupin Ltd","512 Industrial Blvd",Newark,MA,86753,Ireland,New York/New Jersey,CFSAN,2023,2023-10-16,2023-10-16,VAI,"Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.","Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls."
3654793,"Wockhardt Ltd","183 Industrial Blvd",Newark,WI,27162,United States,Minneapolis/St Paul,CDRH,2025,2022-01-08,2022-01-08,OAI,"Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).",
2758159,"Abbott Laboratories","251 Industrial Blvd",Boston,PA,80120,Germany,Kansas City,Animal Drugs,2023,2026-03-20,2026-03-20,NAI,,,
9677933,"Abbott Laboratories","639 Industrial Blvd",Philadelphia,TX,88701,Switzerland,New England,OTC Drugs,2022,2023-01-04,2023-01-04,VAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.",,
5453383,"Fresenius Kabi USA LLC","861 Industrial Blvd",Boston,CA,38876,United Kingdom,Florida/Caribbean,Veterinary,2022,2026-07-02,2026-07-02,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a)."
8249670,"Johnson & Johnson Inc","758 Industrial Blvd",Dallas,MN,50396,Japan,Los Angeles,Drugs,2022,2024-03-26,2024-03-26,NAI,,,
8972852,"Wockhardt Ltd","103 Industrial Blvd",Dallas,NJ,15511,United Kingdom,Chicago,Biologics,2025,2026-06-29,2026-06-29,VAI,"Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.",,
9561475,"Dr Reddy Laboratories Ltd","410 Industrial Blvd",Miami,IN,38283,Japan,Mid-Atlantic,Animal Drugs,2024,2024-07-22,2024-07-22,NAI,,,
3861638,"Wockhardt Ltd","913 Industrial Blvd",Denver,PA,22393,Switzerland,Chicago,Drugs,2022,2026-09-20,2026-09-20,VAI,"Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Change control system does not require impact assessment for changes to validated processes or analytical methods.","Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls."
2240039,"Fresenius Kabi USA LLC","300 Industrial Blvd",Miami,MN,16440,Italy,Dallas,CDER,2024,2024-06-19,2024-06-19,OAI,"Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.","Computer system used for batch release decisions was not validated per 21 CFR 11.10. No validation documentation available.","Equipment qualification (IQ/OQ/PQ) is not performed for new manufacturing equipment prior to use."
4562894,"Wockhardt Ltd","373 Industrial Blvd",Chicago,CA,15596,Japan,Denver,Animal Drugs,2023,2026-06-27,2026-06-27,NAI,,,
1571579,"Teva API India Ltd","605 Industrial Blvd",Philadelphia,NC,41155,Germany,Denver,Biologics,2024,2026-11-20,2026-11-20,OAI,"Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).","Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates."
3337842,"Lilly USA LLC","451 Industrial Blvd",Seattle,GA,68503,United Kingdom,New England,API,2024,2022-01-26,2022-01-26,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.",
6802632,"Mylan Laboratories Ltd","492 Industrial Blvd",Chicago,CA,32601,Canada,Mid-Atlantic,Animal Drugs,2025,2026-05-19,2026-05-19,NAI,,,
9351189,"Lilly USA LLC","128 Industrial Blvd",Denver,CA,47951,Canada,Los Angeles,OTC Drugs,2022,2025-02-11,2025-02-11,VAI,"Backup and disaster recovery procedures for critical computer systems have not been tested within the required frequency.","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.","Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11)."
8626676,"Dr Reddy Laboratories Ltd","921 Industrial Blvd",San Diego,IN,41185,Japan,Pacific,CBER,2024,2026-04-12,2026-04-12,OAI,"Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).","Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.","Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11)."
9612781,"Dr Reddy Laboratories Ltd","371 Industrial Blvd",San Diego,WI,13362,India,San Francisco,OTC Drugs,2022,2025-08-22,2025-08-22,NAI,,,
6926573,"Dr Reddy Laboratories Ltd","411 Industrial Blvd",Seattle,PA,28107,China,Denver,API,2025,2026-11-24,2026-11-24,NAI,,,
3870987,"Alkem Laboratories Ltd","849 Industrial Blvd",Miami,MA,90054,Canada,New York/New Jersey,Veterinary,2024,2024-08-31,2024-08-31,VAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.",
2210542,"Wockhardt Ltd","125 Industrial Blvd",San Diego,GA,67827,Ireland,Pacific,CDRH,2024,2025-06-05,2025-06-05,NAI,,,
1115597,"Mylan Laboratories Ltd","655 Industrial Blvd",Atlanta,WI,12440,Ireland,New England,API,2025,2024-04-07,2024-04-07,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.",
3251822,"Merck Sharp & Dohme Corp","803 Industrial Blvd",Seattle,WI,24441,Ireland,Kansas City,CDER,2024,2026-06-02,2026-06-02,OAI,"Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.","Backup and disaster recovery procedures for critical computer systems have not been tested within the required frequency."
5264397,"Cadila Healthcare Ltd","397 Industrial Blvd",Seattle,WI,28527,India,Chicago,CDRH,2022,2022-11-17,2022-11-17,VAI,"Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).","Supplier qualification program lacks periodic re-qualification requirements. 12 of 20 critical suppliers have not been re-assessed."
2543341,"Dr Reddy Laboratories Ltd","281 Industrial Blvd",Philadelphia,MA,46293,Switzerland,Minneapolis/St Paul,Veterinary,2025,2023-07-15,2023-07-15,OAI,"Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.",
7847984,"Lilly USA LLC","518 Industrial Blvd",Philadelphia,OH,68225,Japan,Chicago,CDRH,2025,2023-08-01,2023-08-01,NAI,,,
4372942,"Teva API India Ltd","901 Industrial Blvd",Chicago,TX,62888,India,Denver,Animal Drugs,2024,2024-11-06,2024-11-06,VAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation.",
6391324,"Aurobindo Pharma Ltd","154 Industrial Blvd",Chicago,MA,98560,India,Florida/Caribbean,CFSAN,2025,2025-08-15,2025-08-15,VAI,"Computer system used for batch release decisions was not validated per 21 CFR 11.10. No validation documentation available.","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.",
3735958,"Aurobindo Pharma Ltd","738 Industrial Blvd",Seattle,NC,99037,United States,Pacific,Veterinary,2022,2022-09-17,2022-09-17,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.",,
6900646,"Hikma Pharmaceuticals USA","891 Industrial Blvd",Boston,TX,12517,Germany,San Francisco,Animal Drugs,2025,2022-05-13,2022-05-13,NAI,,,
6254830,"Alkem Laboratories Ltd","694 Industrial Blvd",Denver,MN,37147,Japan,Pacific,Animal Drugs,2022,2026-12-18,2026-12-18,NAI,,,
5074762,"Sun Pharma Industries Ltd","690 Industrial Blvd",Newark,GA,37167,Ireland,Minneapolis/St Paul,Medical Devices,2024,2025-08-23,2025-08-23,OAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed."
8689117,"Lupin Ltd","329 Industrial Blvd",Seattle,OH,60731,Canada,Kansas City,CBER,2024,2024-08-31,2024-08-31,NAI,,,
2392311,"Fresenius Kabi USA LLC","459 Industrial Blvd",Chicago,TX,25239,China,New York/New Jersey,Drugs,2024,2026-07-19,2026-07-19,VAI,"Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.","Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b)."
6961891,"Lupin Ltd","138 Industrial Blvd",Philadelphia,OH,58029,Italy,Kansas City,Drugs,2023,2026-02-20,2026-02-20,NAI,,,
3116744,"Sun Pharma Industries Ltd","489 Industrial Blvd",Boston,NC,10611,Italy,New York/New Jersey,Biologics,2022,2026-01-12,2026-01-12,NAI,,,
7368722,"Baxter Healthcare Corp","709 Industrial Blvd",Denver,NJ,78451,Canada,Dallas,Animal Drugs,2023,2023-02-03,2023-02-03,NAI,,,
4899130,"Baxter Healthcare Corp","952 Industrial Blvd",Newark,NJ,46513,Italy,Southeast,Veterinary,2024,2022-08-29,2022-08-29,OAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates."
1474200,"Sun Pharma Industries Ltd","798 Industrial Blvd",Seattle,CA,20823,Germany,New England,API,2023,2023-07-14,2023-07-14,NAI,,,
3593539,"Dr Reddy Laboratories Ltd","216 Industrial Blvd",Chicago,CA,82041,Germany,Minneapolis/St Paul,API,2023,2022-04-27,2022-04-27,NAI,,,
1282364,"Wockhardt Ltd","909 Industrial Blvd",San Diego,CA,74800,Canada,Kansas City,API,2023,2025-03-13,2025-03-13,NAI,,,
2368709,"Alkem Laboratories Ltd","651 Industrial Blvd",Boston,NC,99004,United Kingdom,Mid-Atlantic,Medical Devices,2023,2026-07-08,2026-07-08,OAI,"Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.","Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d)."
7198866,"Hikma Pharmaceuticals USA","393 Industrial Blvd",San Diego,TX,21438,Germany,Dallas,CBER,2023,2023-06-14,2023-06-14,NAI,,,
8772906,"Mylan Laboratories Ltd","887 Industrial Blvd",Newark,NJ,78512,China,New England,Drugs,2025,2024-07-04,2024-07-04,VAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).",
8665257,"Wockhardt Ltd","399 Industrial Blvd",San Diego,MA,25007,Canada,Los Angeles,CBER,2023,2026-11-20,2026-11-20,OAI,"Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.","Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a).","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a)."
3819546,"Novartis Pharmaceuticals Corp","643 Industrial Blvd",Newark,MN,72225,Canada,Mid-Atlantic,CDER,2024,2024-08-12,2024-08-12,OAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.","Equipment qualification (IQ/OQ/PQ) is not performed for new manufacturing equipment prior to use."
6528031,"Hikma Pharmaceuticals USA","185 Industrial Blvd",Newark,GA,75541,India,Minneapolis/St Paul,Veterinary,2022,2024-09-13,2024-09-13,VAI,"Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.","Equipment qualification (IQ/OQ/PQ) is not performed for new manufacturing equipment prior to use.","Supplier qualification program lacks periodic re-qualification requirements. 12 of 20 critical suppliers have not been re-assessed."
9597734,"Lilly USA LLC","599 Industrial Blvd",Philadelphia,TX,60267,Switzerland,Denver,CDRH,2024,2025-03-24,2025-03-24,OAI,"Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.","Backup and disaster recovery procedures for critical computer systems have not been tested within the required frequency.","CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation."
5139222,"Wockhardt Ltd","889 Industrial Blvd",San Diego,CA,90808,Switzerland,Denver,Animal Drugs,2023,2024-04-27,2024-04-27,OAI,"Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).","Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b)."
9358800,"Merck Sharp & Dohme Corp","310 Industrial Blvd",Boston,TX,85622,United States,Kansas City,CFSAN,2025,2024-07-02,2024-07-02,VAI,"Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.",,
5507984,"Hikma Pharmaceuticals USA","721 Industrial Blvd",San Diego,GA,41905,Canada,Chicago,OTC Drugs,2022,2024-08-01,2024-08-01,NAI,,,
2269823,"Lilly USA LLC","674 Industrial Blvd",Boston,MN,94060,Ireland,Los Angeles,Medical Devices,2023,2024-07-10,2024-07-10,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a)."
3952502,"Lupin Ltd","790 Industrial Blvd",Denver,OH,45761,United Kingdom,San Francisco,CDER,2022,2023-09-27,2023-09-27,VAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.","Supplier qualification program lacks periodic re-qualification requirements. 12 of 20 critical suppliers have not been re-assessed.",
2429808,"Merck Sharp & Dohme Corp","405 Industrial Blvd",Miami,WI,31361,Germany,Kansas City,CFSAN,2023,2026-02-25,2026-02-25,NAI,,,
2933378,"Fresenius Kabi USA LLC","939 Industrial Blvd",Newark,CA,29668,Switzerland,New England,Medical Devices,2023,2022-07-11,2022-07-11,NAI,,,
7606465,"Mylan Laboratories Ltd","656 Industrial Blvd",San Diego,NY,53413,Germany,Dallas,CFSAN,2025,2022-08-03,2022-08-03,NAI,,,
1236857,"Sun Pharma Industries Ltd","635 Industrial Blvd",Atlanta,CA,36626,Germany,New England,Veterinary,2023,2026-09-18,2026-09-18,NAI,,,
6842705,"Alkem Laboratories Ltd","190 Industrial Blvd",Seattle,IN,51416,Canada,Mid-Atlantic,OTC Drugs,2024,2025-11-23,2025-11-23,OAI,"Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a).","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b)."
5971902,"Sun Pharma Industries Ltd","252 Industrial Blvd",Atlanta,WI,48762,Switzerland,Dallas,API,2023,2023-09-09,2023-09-09,VAI,"Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records."
5277317,"Wockhardt Ltd","834 Industrial Blvd",Seattle,NC,55263,Ireland,Minneapolis/St Paul,Drugs,2023,2024-04-04,2024-04-04,OAI,"Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation.","Equipment qualification (IQ/OQ/PQ) is not performed for new manufacturing equipment prior to use."
6111537,"Johnson & Johnson Inc","337 Industrial Blvd",Dallas,PA,65594,United States,New England,Animal Drugs,2025,2025-04-20,2025-04-20,NAI,,,
5215577,"Cadila Healthcare Ltd","225 Industrial Blvd",San Diego,PA,91544,Germany,San Francisco,CFSAN,2024,2024-01-24,2024-01-24,NAI,,,
3258974,"Glenmark Pharmaceuticals Ltd","955 Industrial Blvd",Denver,CA,96455,United Kingdom,Denver,Animal Drugs,2025,2026-07-28,2026-07-28,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation."
8589576,"Merck Sharp & Dohme Corp","144 Industrial Blvd",Boston,IN,75902,Canada,New England,CBER,2025,2023-09-17,2023-09-17,NAI,,,
4214648,"Fresenius Kabi USA LLC","646 Industrial Blvd",Philadelphia,MA,25960,China,Minneapolis/St Paul,Medical Devices,2024,2024-07-01,2024-07-01,OAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Computer system used for batch release decisions was not validated per 21 CFR 11.10. No validation documentation available."
6361303,"Baxter Healthcare Corp","897 Industrial Blvd",San Diego,WI,71777,United Kingdom,Southeast,Veterinary,2022,2023-10-02,2023-10-02,OAI,"Computer system used for batch release decisions was not validated per 21 CFR 11.10. No validation documentation available.","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation."
1607200,"Fresenius Kabi USA LLC","244 Industrial Blvd",Chicago,NJ,59100,China,New England,CFSAN,2023,2024-09-11,2024-09-11,NAI,,,
4353440,"Dr Reddy Laboratories Ltd","567 Industrial Blvd",Seattle,WI,22952,Japan,Los Angeles,Animal Drugs,2022,2024-04-13,2024-04-13,VAI,"Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).","Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11)."
1975242,"Fresenius Kabi USA LLC","227 Industrial Blvd",Boston,CA,72187,Ireland,Denver,OTC Drugs,2024,2022-11-28,2022-11-28,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Supplier qualification program lacks periodic re-qualification requirements. 12 of 20 critical suppliers have not been re-assessed.",
6187055,"Cadila Healthcare Ltd","284 Industrial Blvd",Miami,MN,97243,Switzerland,Florida/Caribbean,CFSAN,2024,2025-09-20,2025-09-20,NAI,,,
9566225,"Aurobindo Pharma Ltd","810 Industrial Blvd",San Diego,IL,98372,United Kingdom,Mid-Atlantic,Biologics,2024,2024-07-11,2024-07-11,NAI,,,
2575264,"Abbott Laboratories","314 Industrial Blvd",Atlanta,GA,19207,Germany,Southeast,CFSAN,2023,2023-08-15,2023-08-15,NAI,,,
1883808,"Fresenius Kabi USA LLC","910 Industrial Blvd",Newark,NY,63101,Canada,Pacific,Animal Drugs,2022,2023-07-16,2023-07-16,NAI,,,
4971948,"Aurobindo Pharma Ltd","975 Industrial Blvd",San Diego,WI,53971,United States,San Francisco,Drugs,2022,2026-07-03,2026-07-03,VAI,"Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.","Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation."
8238217,"Aurobindo Pharma Ltd","368 Industrial Blvd",Boston,GA,65648,China,Pacific,API,2024,2023-08-28,2023-08-28,OAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).",
